order_id,customer_state,distance_km,seller_delay_d,freight_value,order_value
2122,BA,192.8,1,5.29,130.11
2123,RS,103.2,0,10.03,133.91
2124,RJ,327.7,0,24.72,133.89
2125,RS,186.0,2,42.73,198.07
2126,RS,234.6,1,22.2,158.67
2127,MG,146.8,0,1.97,58.06
2128,BA,159.5,2,7.31,75.93
2129,BA,460.3,4,18.77,224.55
2130,MG,162.1,2,8.13,24.08
2131,RS,347.6,1,5.57,197.49
2132,MG,176.4,2,4.04,178.64
2133,RS,108.2,1,21.57,245.0
2134,BA,286.2,0,36.78,30.45
2135,MG,125.5,1,26.73,29.87
2136,SP,244.4,2,14.19,24.62
2137,RS,423.4,1,6.33,59.69
2138,BA,197.1,1,2.76,347.55
2139,MG,148.9,1,27.48,70.15
2140,BA,435.3,0,26.55,271.96
2141,RS,216.2,1,11.82,75.27
2142,MG,144.4,2,15.53,35.83
2143,RJ,234.1,3,34.44,108.03
2144,RS,355.4,2,6.7,135.04
2145,BA,335.1,4,23.5,148.52
2146,MG,292.8,1,12.61,214.89
2147,SP,319.7,1,11.91,34.15
2148,MG,225.8,1,16.39,78.38
2149,RS,101.0,1,6.44,80.51
2150,RJ,235.6,0,22.26,148.02
2151,RS,60.0,3,11.79,248.06
2152,RS,307.5,3,6.82,24.89
2153,RS,115.0,0,61.78,172.47
2154,RJ,97.0,2,6.36,81.36
2155,BA,533.3,1,25.86,113.31
2156,BA,265.8,0,19.51,117.14
2157,RS,260.8,2,13.59,87.26
2158,MG,186.8,3,46.68,222.87
2159,BA,246.3,1,11.75,367.11
2160,RS,146.6,3,22.7,186.02
2161,RS,167.4,2,27.97,107.78
2162,RS,235.5,1,33.33,138.66
2163,SP,236.5,2,10.17,99.13
2164,SP,19.6,0,11.01,109.49
2165,SP,486.9,4,15.49,214.64
2166,RS,146.1,2,29.77,288.35
2167,MG,386.1,1,9.54,44.19
2168,BA,453.8,2,24.58,98.51
2169,MG,288.6,1,34.27,100.1
2170,SP,171.4,0,8.4,91.91
2171,RS,323.9,1,9.83,394.37
2172,MG,176.2,0,6.83,145.72
2173,RJ,109.3,3,11.53,266.32
2174,SP,22.9,5,22.77,214.87
2175,SP,343.9,1,18.83,143.88
2176,MG,250.7,2,21.27,89.95
2177,BA,514.3,1,19.67,341.21
2178,SP,222.2,2,16.51,167.58
2179,MG,274.1,1,31.1,85.96
2180,RJ,256.6,0,21.14,120.22
2181,BA,192.2,3,6.35,84.66
2182,RJ,313.7,0,1.64,74.43
2183,RS,320.8,5,23.01,194.66
2184,BA,320.6,3,30.69,97.02
2185,SP,123.0,1,5.81,185.67
2186,RS,196.3,0,24.85,142.48
2187,BA,618.1,1,20.35,119.6
2188,RS,260.6,0,10.13,235.38
2189,RS,150.0,1,6.2,227.21
2190,RJ,78.7,1,12.42,295.07
2191,BA,471.1,2,2.88,123.81
2192,MG,418.8,3,10.17,158.64
2193,MG,293.5,2,11.25,153.68
2194,SP,176.3,2,45.4,188.08
2195,RS,339.9,0,28.98,140.05
2196,RJ,436.5,4,5.16,18.47
2197,SP,254.9,0,4.06,270.11
2198,RS,237.0,3,41.37,114.01
2199,MG,181.1,5,22.43,270.13
2200,SP,232.9,1,9.79,105.31
2201,MG,127.2,3,11.93,106.08
2202,RS,275.3,0,5.96,184.93
2203,BA,128.3,0,15.71,137.36
2204,BA,151.2,2,5.09,147.15
2205,RJ,104.9,0,3.88,93.81
2206,RJ,83.7,1,4.64,135.81
2207,RJ,247.1,1,15.79,202.15
2208,BA,589.0,2,33.35,107.12
2209,RS,49.2,1,26.18,80.92
2210,RJ,226.2,0,8.29,119.12
2211,RJ,69.1,2,9.36,97.76
2212,RS,221.6,0,14.53,80.89
2213,RS,70.5,1,19.26,72.16
2214,SP,217.0,3,61.38,38.07
2215,RJ,173.4,0,9.49,177.0
2216,SP,244.0,2,4.71,68.38
2217,RJ,288.0,0,38.08,139.08
2218,BA,208.6,0,4.93,109.76
2219,MG,221.2,0,3.33,150.0
2220,MG,131.8,3,9.89,187.41
2221,RJ,155.3,3,39.81,132.16
2222,SP,190.6,4,5.82,102.18
2223,BA,217.5,0,5.01,182.85
2224,MG,270.1,1,12.4,305.73
2225,SP,294.3,1,6.48,116.01
2226,RJ,88.0,1,19.25,120.01
2227,BA,403.3,1,50.74,165.45
2228,MG,289.1,2,4.53,50.07
2229,BA,222.1,0,23.23,83.53
2230,BA,227.6,2,35.23,138.35
2231,SP,119.8,1,4.17,149.73
2232,RS,312.8,5,13.71,107.67
2233,MG,30.5,1,10.23,85.27
2234,SP,35.6,3,18.68,128.85
2235,RS,339.0,0,4.42,220.06
2236,MG,147.2,2,4.05,167.21
2237,RJ,198.5,2,24.05,153.82
2238,RS,136.8,2,7.11,126.0
2239,SP,333.4,1,25.42,158.36
2240,MG,112.5,1,21.27,273.67
2241,SP,227.0,2,17.11,123.11
2242,BA,293.0,1,55.96,100.59
2243,BA,530.9,1,16.21,33.88
2244,SP,413.4,1,25.42,76.2
2245,RJ,233.3,1,8.81,194.54
2246,RS,363.7,1,41.43,161.73
2247,RJ,166.0,2,11.61,223.31
2248,MG,228.3,3,4.84,40.82
2249,MG,354.1,1,14.43,134.5
2250,RS,490.1,3,37.97,187.34
2251,BA,97.6,2,16.19,46.74
2252,BA,177.6,1,28.06,44.0
2253,SP,305.4,0,31.22,97.84
2254,RS,332.6,0,4.36,24.8
2255,MG,276.4,0,4.67,43.65
2256,SP,209.4,1,1.79,212.52
2257,SP,118.3,3,9.79,74.15
2258,BA,100.8,2,8.68,251.5
2259,RS,299.8,2,4.65,243.04
2260,SP,161.9,2,5.29,158.41
2261,RJ,200.5,4,37.46,190.61
2262,RJ,142.0,0,18.83,46.33
2263,RS,172.1,1,9.73,217.52
2264,RJ,124.5,2,5.33,98.46
2265,BA,184.0,2,33.28,122.89
2266,MG,193.8,3,9.92,171.69
2267,MG,298.7,3,10.32,116.03
2268,BA,124.1,2,27.17,63.44
2269,RJ,58.8,1,7.49,56.95
2270,RS,181.6,2,4.71,205.23
2271,RS,267.3,0,11.54,97.41
2272,SP,161.6,0,27.23,87.2
2273,MG,360.1,0,18.35,205.61
2274,SP,226.2,0,3.42,247.35
2275,MG,126.5,0,18.56,24.74
2276,RJ,339.2,1,23.24,61.59
2277,RS,277.9,2,2.48,66.81
2278,RS,195.4,2,49.58,81.53
2279,RJ,185.5,1,14.57,117.95
2280,MG,105.6,2,21.4,162.55
2281,RJ,50.6,0,20.8,107.36
2282,MG,301.3,0,23.39,83.97
2283,RS,357.5,3,13.93,83.63
2284,BA,310.5,1,29.57,227.09
2285,SP,241.9,0,19.66,146.11
2286,BA,175.9,0,14.13,131.51
2287,BA,537.7,1,49.74,169.99
2288,RJ,267.4,1,16.55,96.21
2289,BA,419.3,0,22.81,221.42
2290,SP,211.4,2,26.78,196.69
2291,SP,339.6,2,44.0,93.26
2292,MG,364.4,0,12.41,176.2
2293,MG,132.2,2,18.32,92.43
2294,RS,88.5,1,30.79,124.78
2295,RS,318.8,0,8.89,212.06
2296,MG,389.4,3,9.88,131.87
2297,MG,321.9,2,28.78,89.68
2298,SP,180.9,2,10.02,137.44
2299,SP,72.3,0,39.49,188.34
2300,MG,147.5,1,13.59,99.52
2301,MG,407.8,4,3.05,73.9
2302,RJ,366.7,1,1.29,143.98
2303,MG,190.3,1,6.42,150.35
2304,MG,365.0,4,19.43,53.52
2305,RJ,203.2,2,7.34,21.24
2306,MG,127.6,0,44.01,74.08
2307,SP,228.2,0,15.72,134.55
2308,RS,141.2,0,40.19,143.04
2309,MG,381.0,2,10.88,104.06
2310,RJ,140.0,1,25.28,57.64
2311,MG,263.6,2,18.44,138.43
2312,MG,437.6,2,7.43,300.63
2313,RJ,220.8,2,17.06,5.59
2314,BA,138.4,2,31.64,179.63
2315,RS,393.1,2,8.92,82.39
2316,RS,303.1,0,16.06,90.98
2317,SP,434.4,0,4.95,49.98
2318,BA,216.5,1,62.77,93.63
2319,BA,296.4,2,17.26,194.15
2320,MG,210.8,2,5.96,180.35
2321,BA,317.0,0,14.7,87.81
2322,RS,239.5,2,29.31,374.11
2323,SP,179.1,1,14.71,257.13
2324,MG,102.7,1,12.32,106.85
2325,SP,140.8,0,6.11,44.57
2326,RS,181.2,0,22.11,23.66
2327,MG,296.7,1,15.2,141.78
2328,RJ,307.4,3,24.13,17.98
2329,SP,206.6,0,23.79,201.43
2330,SP,368.9,1,9.09,150.81
2331,RJ,573.0,1,5.21,151.87
2332,RS,180.3,3,4.68,327.25
2333,RS,341.3,0,30.51,103.66
2334,RJ,289.9,0,17.19,82.71
2335,RJ,279.6,3,3.22,123.5
2336,RS,244.5,3,22.34,224.65
2337,SP,33.0,3,10.22,225.18
2338,BA,415.4,2,8.18,229.98
2339,MG,46.6,3,8.96,53.96
2340,MG,267.1,2,12.93,357.54
2341,RS,367.0,1,8.49,263.84
2342,SP,325.6,2,17.79,155.45
2343,RJ,111.8,1,18.93,130.58
2344,BA,99.1,2,19.72,110.06
2345,RJ,248.4,0,8.8,58.76
2346,SP,67.3,1,19.06,71.72
2347,MG,499.4,1,14.35,210.38
2348,RS,544.3,1,15.4,42.03
2349,BA,210.9,0,4.3,144.06
2350,RS,205.0,1,8.56,121.19
2351,RJ,261.2,2,5.45,107.63
2352,RJ,657.2,0,8.09,79.88
2353,SP,119.4,1,4.4,15.89
2354,SP,136.0,0,21.02,160.28
2355,RJ,298.3,0,32.63,101.14
2356,RS,166.9,0,17.09,169.55
2357,BA,376.0,0,27.66,146.81
2358,MG,700.4,1,15.27,128.16
2359,MG,365.3,2,7.52,45.38
2360,SP,150.1,1,4.91,284.67
2361,MG,257.4,2,8.9,67.91
2362,MG,198.8,1,12.18,348.62
2363,BA,108.1,0,1.94,55.89
2364,RJ,346.9,2,23.51,55.04
2365,RS,478.6,3,5.04,46.73
2366,MG,332.0,0,48.39,297.57
2367,SP,593.6,0,10.42,75.25
2368,BA,133.8,3,8.66,275.02
2369,BA,211.6,0,54.47,198.38
2370,RS,87.4,0,47.9,202.27
2371,MG,251.7,2,10.9,66.02
2372,RS,490.7,2,22.9,119.0
2373,RJ,232.2,5,12.46,199.33
2374,SP,185.2,2,15.23,33.58
2375,BA,361.8,1,11.66,203.27
2376,MG,474.2,2,23.31,37.99
2377,BA,268.9,1,15.13,184.83
2378,MG,224.1,0,13.84,139.09
2379,BA,481.3,1,5.69,91.47
2380,RS,317.3,2,6.36,95.99
2381,RS,499.6,0,4.62,137.39
2382,SP,156.7,1,12.33,304.1
2383,RS,235.9,2,14.02,229.52
2384,MG,161.2,1,37.55,96.39
2385,RJ,76.2,0,13.01,227.94
2386,RS,114.3,1,8.2,88.71
2387,SP,327.8,0,11.63,252.69
2388,RJ,391.5,0,21.17,272.47
2389,RS,199.3,2,21.36,82.84
2390,RJ,180.1,1,16.03,78.68
2391,RS,488.5,1,44.47,77.88
2392,MG,151.7,2,22.97,66.89
2393,MG,328.7,0,14.81,77.57
2394,RJ,103.1,1,7.21,203.66
2395,SP,69.3,0,58.2,121.15
2396,RS,262.4,1,28.13,114.97
2397,SP,223.4,1,12.51,82.54
2398,SP,154.3,0,15.64,83.17
2399,SP,77.3,2,7.64,88.55
2400,RJ,276.0,3,20.38,44.35
2401,BA,135.1,1,22.89,167.91
2402,SP,603.4,1,46.8,215.6
2403,SP,321.5,0,10.84,106.33
2404,BA,163.6,5,10.36,89.06
2405,SP,107.0,2,2.83,19.07
2406,RJ,228.8,0,22.91,101.13
2407,RS,151.0,1,20.87,210.57
2408,RS,97.1,1,11.62,253.35
2409,MG,341.0,2,12.69,152.8
2410,RS,139.7,0,12.25,42.49
2411,RS,327.4,0,21.09,99.73
2412,RS,162.7,0,15.36,129.75
2413,RJ,294.7,1,22.91,52.12
2414,RJ,275.2,3,4.2,162.07
2415,BA,431.8,0,17.44,57.89
2416,SP,385.9,1,13.99,115.63
2417,RJ,124.7,0,19.27,143.96
2418,RJ,391.1,2,29.01,46.92
2419,RS,638.3,3,9.95,80.85
2420,RS,132.9,2,17.89,26.27
2421,RJ,365.0,0,10.19,101.05
2422,BA,227.0,1,24.33,82.38
2423,MG,301.4,0,15.15,133.93
2424,SP,893.3,1,10.21,188.53
2425,RJ,29.5,2,3.99,43.57
2426,BA,118.2,0,15.91,182.58
2427,BA,254.0,1,13.68,135.67
2428,RS,111.4,2,8.62,68.34
2429,BA,213.3,2,19.92,45.72
2430,RS,405.3,1,21.77,142.58
2431,MG,238.6,5,4.95,161.6
2432,BA,122.3,0,8.17,110.19
2433,BA,419.1,2,22.82,155.79
2434,RS,311.6,1,29.31,117.69
2435,RS,141.3,1,10.31,209.58
2436,RS,322.5,2,17.05,149.71
2437,RS,56.7,1,18.51,97.03
2438,RJ,267.9,3,24.11,324.32
2439,RS,202.6,4,9.1,63.2
2440,SP,459.3,0,56.75,62.04
2441,RJ,221.7,2,32.48,179.12
2442,BA,68.0,3,34.36,162.76
2443,BA,780.2,2,32.54,189.08
2444,SP,246.3,3,7.74,65.32
2445,BA,270.1,1,2.35,102.05
2446,RJ,85.1,3,4.87,190.01
2447,BA,625.9,0,16.03,111.82
2448,RS,554.2,1,21.69,115.27
2449,RJ,522.7,2,23.68,37.84
2450,MG,319.3,3,10.72,119.62
2451,SP,420.0,2,2.02,29.49
2452,MG,394.2,0,14.57,119.4
2453,RS,87.0,0,7.58,135.41
2454,RS,505.5,2,41.23,169.89
2455,BA,99.8,2,12.76,159.7
2456,RJ,352.8,1,3.51,421.79
2457,RJ,393.4,1,10.75,46.49
2458,RS,65.9,1,33.98,68.61
2459,BA,419.6,1,35.42,169.85
2460,RS,319.5,1,28.52,123.18
2461,RJ,302.1,1,5.84,234.43
2462,RJ,197.2,0,18.24,137.03
2463,RS,279.6,0,10.68,136.32
2464,RJ,407.6,2,6.04,136.95
2465,BA,139.8,2,9.03,56.1
2466,SP,110.5,1,0.85,125.86
2467,SP,435.8,1,2.45,124.01
2468,RS,40.3,1,36.1,77.1
2469,RJ,466.5,1,11.93,63.24
2470,SP,39.4,1,1.6,44.92
2471,RJ,225.8,0,30.7,148.99
2472,SP,495.1,1,2.09,283.42
2473,BA,469.0,0,21.5,84.12
2474,RS,83.6,1,17.05,320.74
2475,SP,177.5,1,16.55,109.52
2476,MG,417.3,1,30.17,216.47
2477,RJ,399.8,0,74.92,142.17
2478,BA,12.9,1,59.71,234.4
2479,BA,313.9,2,36.34,90.65
2480,BA,120.1,1,21.19,137.56
2481,SP,650.9,2,13.39,102.79
2482,SP,148.3,3,28.05,217.04
2483,RS,660.4,1,3.89,82.1
2484,SP,341.7,0,22.35,32.26
2485,MG,435.7,1,5.56,214.37
2486,MG,409.7,1,7.09,99.22
2487,RJ,319.3,3,31.59,97.48
2488,SP,166.6,2,12.94,111.63
2489,SP,170.8,4,3.18,65.12
2490,MG,156.2,1,18.96,126.72
2491,SP,112.4,0,8.53,152.3
2492,BA,190.7,1,17.02,52.6
2493,RS,260.1,5,9.47,38.49
2494,BA,209.2,0,46.6,131.28
2495,RS,441.8,2,11.01,214.58
2496,BA,205.8,2,26.07,59.7
2497,BA,418.8,1,4.34,142.69
2498,SP,322.0,0,3.81,353.06
2499,MG,572.2,2,18.29,382.03
2500,RJ,343.1,0,49.02,55.91
2501,SP,484.1,1,22.63,48.65
2502,RS,385.7,2,11.62,294.92
2503,RS,251.8,1,6.01,206.56
2504,SP,437.1,4,3.85,122.98
2505,RS,118.0,0,5.42,205.97
2506,MG,279.0,3,7.06,35.41
2507,BA,283.8,0,10.3,171.79
2508,SP,425.8,1,12.16,52.27
2509,RS,90.2,2,16.75,100.09
2510,RS,249.2,1,10.81,114.22
2511,BA,361.7,2,8.46,129.02
2512,SP,399.2,1,32.94,221.58
2513,MG,175.6,0,11.02,154.65
2514,MG,103.1,2,4.99,122.59
2515,RJ,315.1,1,8.51,354.13
2516,MG,93.1,1,23.07,212.23
2517,BA,263.1,0,8.74,250.3
2518,BA,244.3,0,18.75,222.81
2519,RJ,285.9,0,54.17,167.16
2520,RS,505.7,1,27.43,99.34
2521,MG,421.2,2,27.74,76.8
2522,BA,329.0,2,6.14,65.92
2523,RS,376.8,0,17.72,164.83
2524,RJ,232.3,0,35.66,313.31
2525,RS,312.9,1,8.41,79.47
2526,SP,300.0,1,16.12,169.02
2527,RJ,179.8,1,14.89,235.0
2528,BA,275.9,1,20.91,103.31
2529,BA,642.7,1,15.48,109.0
2530,RS,244.1,1,15.13,172.96
2531,MG,283.4,0,17.04,171.1
2532,SP,135.0,1,21.59,53.69
2533,MG,144.4,2,5.6,210.48
2534,BA,110.8,0,27.02,229.2
2535,SP,157.4,0,26.6,219.85
2536,SP,525.7,3,13.56,181.29
2537,MG,258.6,0,17.74,48.75
2538,MG,47.0,1,27.96,55.55
2539,MG,491.6,2,33.69,138.76
2540,MG,173.7,1,8.25,116.39
2541,BA,129.5,2,16.85,301.91
2542,BA,535.0,1,4.66,64.3
2543,MG,266.1,1,29.28,65.07
2544,RS,665.7,2,25.23,147.55
2545,MG,291.9,1,11.21,204.26
2546,BA,162.6,3,16.65,72.19
2547,BA,163.9,1,5.27,58.81
2548,RJ,54.2,5,21.91,56.54
2549,BA,265.1,0,13.99,61.69
2550,BA,175.6,3,11.96,216.63
2551,MG,355.0,1,34.41,171.88
2552,MG,228.9,2,33.35,102.31
2553,MG,633.1,2,13.94,130.02
2554,MG,180.4,3,9.14,27.49
2555,BA,314.1,1,13.47,214.7
2556,RJ,643.1,1,26.89,311.66
2557,SP,383.9,0,12.52,143.04
2558,MG,573.0,0,3.58,197.75
2559,RS,552.0,1,13.07,275.45
2560,RJ,230.3,1,15.09,79.99
2561,RJ,192.0,1,25.1,80.64
2562,RJ,38.0,2,21.26,217.85
2563,RS,254.5,0,27.07,197.0
2564,SP,236.0,3,13.39,147.37
2565,MG,304.9,0,11.59,47.57
2566,MG,588.6,5,19.96,14.76
2567,MG,223.4,1,17.4,139.51
2568,RJ,212.3,1,22.9,144.84
2569,BA,339.8,2,14.75,196.79
2570,RS,226.8,2,11.6,229.51
2571,MG,190.3,2,15.18,190.37
2572,RS,154.4,4,12.35,38.25
2573,SP,251.5,2,23.76,95.46
2574,RJ,310.8,1,9.21,161.55
2575,RS,133.9,2,4.37,80.38
2576,BA,181.7,1,40.26,134.66
2577,SP,261.6,1,6.69,154.88
2578,RS,139.1,0,2.47,174.48
2579,RS,400.6,1,1.75,40.69
2580,RJ,409.9,4,2.0,104.51
2581,SP,209.0,1,10.54,252.51
2582,MG,868.2,0,19.67,125.55
2583,MG,428.3,2,35.08,339.19
2584,MG,341.9,0,23.84,155.18
2585,BA,311.4,3,15.17,63.1
2586,BA,474.8,0,6.2,170.65
2587,BA,549.9,0,8.66,63.53
2588,RS,323.4,3,11.63,429.07
2589,BA,857.5,1,20.66,285.88
2590,SP,260.7,0,19.25,188.13
2591,SP,180.5,1,24.93,403.53
2592,RS,148.0,2,22.7,92.19
2593,RS,192.4,3,9.55,227.74
2594,BA,226.4,2,10.65,32.52
2595,RJ,204.2,1,27.56,89.5
2596,BA,177.6,2,6.35,73.34
2597,SP,354.2,2,8.64,192.67
2598,BA,109.8,2,35.13,109.99
2599,RJ,102.5,4,10.08,76.03
2600,RS,250.9,3,12.76,112.95
2601,BA,205.4,1,30.89,100.35
2602,RJ,143.1,1,6.96,155.24
2603,BA,673.9,2,4.26,42.71
2604,BA,215.5,1,43.53,51.85
2605,RJ,309.3,1,10.13,131.55
2606,RJ,106.8,0,17.75,211.63
2607,RJ,1101.9,1,8.03,102.18
2608,MG,204.7,1,24.83,74.3
2609,RJ,415.6,0,19.17,136.58
2610,BA,286.9,3,3.78,75.76
2611,MG,353.7,1,20.51,111.32
2612,RJ,175.4,2,15.07,360.4
2613,BA,34.9,2,3.45,95.97
2614,SP,88.2,0,9.8,200.43
2615,RS,567.9,1,21.33,135.37
2616,BA,342.4,1,9.9,140.37
2617,SP,358.2,2,11.21,126.0
2618,RS,178.1,0,18.72,58.72
2619,RJ,207.8,2,26.79,103.68
2620,BA,199.8,1,36.31,174.0
2621,RJ,116.8,1,4.84,47.31
2622,RJ,370.5,2,13.38,109.39
2623,SP,163.2,1,3.9,293.62
2624,BA,74.6,1,6.38,139.06
2625,MG,259.1,0,12.42,64.77
2626,SP,236.0,0,15.36,296.22
2627,RJ,166.4,0,13.28,205.66
2628,BA,290.1,1,52.03,58.66
2629,BA,347.0,3,17.59,103.91
2630,MG,455.6,1,35.89,155.99
2631,SP,176.7,1,14.92,131.11
2632,BA,163.0,4,29.74,63.12
2633,RJ,366.8,0,6.92,66.12
2634,MG,261.4,2,20.85,41.66
2635,MG,197.5,1,5.35,81.31
2636,RJ,397.1,1,12.51,297.27
2637,RS,507.1,3,11.78,221.7
2638,BA,366.7,0,8.43,294.85
2639,SP,133.0,2,21.81,110.79
2640,MG,27.6,0,55.2,238.95
2641,SP,409.8,1,17.16,66.25
2642,BA,213.7,1,3.5,72.15
2643,RJ,237.8,0,8.11,42.11
2644,RJ,707.9,2,12.06,184.02
2645,RJ,403.2,1,15.0,142.62
2646,SP,281.4,2,9.85,87.44
2647,SP,253.6,1,6.29,54.12
2648,MG,78.9,4,17.56,118.96
2649,BA,349.8,3,14.04,125.37
2650,BA,229.2,2,41.87,122.71
2651,RJ,312.0,2,9.8,76.84
2652,RS,514.2,3,18.72,65.93
2653,BA,155.4,1,7.26,19.78
2654,RS,334.1,1,11.68,227.66
2655,SP,48.5,0,39.45,150.85
2656,SP,65.6,0,16.27,168.43
2657,SP,312.7,2,24.3,239.44
2658,BA,392.4,1,7.79,119.83
2659,RJ,163.2,1,23.96,117.78
2660,RJ,457.1,2,10.75,143.66
2661,MG,247.9,2,12.28,159.83
2662,BA,448.4,0,37.2,87.3
2663,MG,153.0,2,15.09,105.51
2664,RJ,141.0,3,41.04,234.59
2665,RJ,473.4,1,38.19,181.79
2666,RJ,507.0,1,15.78,200.9
2667,RJ,137.6,6,9.29,119.25
2668,MG,524.4,0,7.89,75.28
2669,RJ,316.5,2,28.95,218.68
2670,MG,128.3,0,34.45,143.5
2671,BA,148.2,4,5.42,51.09
2672,BA,240.4,1,22.23,52.52
2673,SP,221.0,1,12.81,159.44
2674,BA,402.6,3,7.51,298.26
2675,RJ,211.6,1,33.58,95.95
2676,BA,76.7,1,38.43,125.65
2677,RS,413.7,0,5.29,200.55
2678,RJ,664.9,1,18.31,124.77
2679,SP,68.0,0,3.87,225.63
2680,BA,421.7,2,36.62,50.0
2681,RJ,78.9,4,58.36,80.76
2682,RJ,358.4,1,7.04,157.64
2683,BA,198.2,2,21.68,184.42
2684,BA,111.2,2,15.6,270.6
2685,SP,263.3,0,8.91,123.78
2686,MG,159.8,3,10.6,67.32
2687,RJ,583.2,2,7.79,146.61
2688,MG,223.9,1,5.07,49.32
2689,BA,300.2,1,36.96,57.06
2690,SP,256.0,3,3.05,181.51
2691,SP,396.6,1,21.54,196.29
2692,MG,161.7,5,14.43,167.4
2693,RS,674.5,3,54.43,126.49
2694,RJ,285.6,3,7.62,103.32
2695,SP,288.7,1,32.53,87.57
2696,RJ,262.3,1,22.07,337.46
2697,RJ,283.4,3,12.68,155.51
2698,SP,212.5,2,18.7,165.23
2699,RS,195.0,0,13.5,35.98
2700,BA,207.4,2,5.45,189.43
2701,BA,299.4,3,10.95,310.06
2702,RS,432.5,0,13.74,139.61
2703,BA,307.1,1,2.82,147.57
2704,RJ,227.7,3,5.82,80.75
2705,SP,327.1,4,21.33,135.55
2706,SP,416.6,2,13.41,81.15
2707,RJ,342.5,4,4.75,145.95
2708,BA,599.1,1,16.66,147.54
2709,BA,261.4,1,23.99,178.03
2710,SP,265.1,0,15.78,90.76
2711,RJ,177.5,2,23.04,322.62
2712,RS,156.0,0,20.53,114.82
2713,RJ,294.1,1,36.91,237.32
2714,SP,208.0,0,14.57,127.04
2715,RJ,370.4,0,28.82,129.35
2716,RJ,223.1,1,8.46,213.47
2717,MG,271.3,1,7.46,46.15
2718,MG,646.3,0,11.26,128.68
2719,SP,404.9,2,11.96,177.78
2720,SP,442.1,2,1.59,111.53
2721,RJ,163.4,2,1.09,155.28
2722,RJ,142.9,0,12.24,319.92
2723,RS,196.4,1,22.65,102.78
2724,RJ,476.7,2,24.82,256.58
2725,RJ,136.0,1,40.57,55.08
2726,BA,268.9,4,22.63,144.64
2727,RJ,570.5,1,16.35,171.69
2728,RS,204.5,1,39.23,133.24
2729,MG,259.5,3,5.14,92.73
2730,RJ,359.1,0,31.71,39.64
2731,BA,87.3,0,18.29,209.79
2732,BA,498.3,1,16.65,68.58
2733,BA,218.2,3,4.61,399.73
2734,SP,217.3,2,17.33,32.42
2735,RJ,73.2,0,8.29,61.94
2736,MG,159.1,2,12.11,249.62
2737,RJ,31.4,0,12.42,187.89
2738,MG,481.0,0,35.13,190.64
2739,RJ,522.5,3,11.21,129.35
2740,RJ,151.2,0,12.02,114.62
2741,MG,443.0,2,12.19,202.83
2742,RS,333.2,0,24.2,85.97
2743,RJ,144.6,0,14.85,101.11
2744,BA,129.4,2,41.39,68.14
2745,RS,73.6,2,3.91,77.14
2746,SP,88.4,0,26.6,107.87
2747,RS,345.2,2,10.08,51.52
2748,RJ,698.3,3,24.42,45.72
2749,SP,337.6,2,9.88,31.1
2750,RS,64.1,2,2.48,120.03
2751,SP,196.8,2,2.84,131.24
2752,RS,235.8,2,31.42,171.74
2753,RJ,94.0,2,9.35,90.85
2754,BA,139.5,3,3.45,153.65
2755,RJ,304.9,3,8.84,267.8
2756,RS,203.3,2,32.11,112.29
2757,BA,154.7,1,22.6,67.15
2758,RS,70.2,2,11.52,204.59
2759,BA,402.0,2,13.22,146.97
2760,BA,313.5,1,15.02,72.25
2761,RS,656.4,0,5.04,57.56
2762,BA,97.9,3,12.06,142.74
2763,RJ,354.5,0,10.99,431.6
2764,RJ,365.4,0,33.13,132.58
2765,BA,267.1,1,10.12,131.13
2766,RJ,153.3,1,20.07,57.65
2767,BA,189.3,2,9.23,167.62
2768,BA,253.5,1,27.63,224.84
2769,SP,56.8,0,12.01,123.17
2770,RS,363.3,1,13.01,95.46
2771,RS,260.4,4,9.12,135.02
2772,RJ,200.8,3,10.58,68.91
2773,RJ,266.8,1,17.34,150.09
2774,RJ,266.2,2,10.74,107.38
2775,RS,318.4,1,24.88,143.38
2776,SP,275.8,3,11.87,114.61
2777,SP,144.0,1,13.8,70.48
2778,BA,166.7,0,5.57,120.89
2779,MG,263.2,2,24.87,311.75
2780,MG,238.0,1,17.42,262.74
2781,RS,533.4,2,20.11,96.86
2782,BA,165.9,2,42.79,124.78
2783,SP,194.8,1,17.19,198.91
2784,RJ,205.3,1,10.53,136.0
2785,RJ,93.2,0,9.12,136.0
2786,BA,267.2,0,30.49,76.8
2787,MG,131.7,2,20.1,88.26
2788,BA,187.4,0,18.04,99.99
2789,RJ,141.2,3,21.07,34.35
2790,MG,222.3,1,7.17,81.73
2791,RJ,269.0,2,7.89,108.82
2792,SP,31.4,2,12.54,242.67
2793,RJ,232.5,1,31.9,133.33
2794,MG,291.6,2,10.81,34.63
2795,BA,115.6,1,6.63,149.44
2796,BA,181.7,3,7.05,80.54
2797,BA,602.5,0,14.44,228.36
2798,SP,183.1,0,5.2,136.11
2799,MG,325.3,4,17.7,27.1
2800,SP,418.4,4,1.9,135.03
2801,SP,64.7,2,51.27,109.0
2802,MG,268.6,0,3.93,180.14
2803,BA,191.4,1,7.35,44.28
2804,RJ,268.3,1,5.78,200.97
2805,SP,235.8,1,9.8,72.73
2806,RS,326.6,1,15.84,260.95
2807,MG,110.5,1,19.64,135.52
2808,RS,96.3,1,6.54,125.96
2809,SP,308.2,2,16.88,458.64
2810,RS,266.9,1,20.26,63.3
2811,RS,44.1,1,18.34,205.24
2812,RS,552.9,2,24.76,35.77
